,Name,Club,Wage,Attack,Handling_Passing,Physical,Defense,Mental,Goal Keeping
305,T. Hazard,Borussia Dortmund,75.0,669.0,405.0,542.0,216.0,239.0,37.0
306,J. Maddison,Leicester City,100.0,667.0,423.0,498.0,219.0,240.0,65.0
307,Y. Carrasco,Atlético de Madrid,81.0,693.0,402.0,549.0,190.0,239.0,49.0
308,A. Doucouré,Everton,87.0,574.0,388.0,515.0,311.0,230.0,68.0
309,21 B. Ndiaye,Al Ain,24.0,606.0,361.0,569.0,293.0,216.0,47.0
310,Andeson Trigo,Fluminense,23.0,613.0,369.0,537.0,283.0,234.0,55.0
311,M. Suárez,River Plate,24.0,682.0,399.0,553.0,190.0,246.0,57.0
312,R. Aliendro,Club Atlético Colón,14.0,595.0,373.0,538.0,308.0,227.0,54.0
313,S. Aurier,Tottenham Hotspur,86.0,574.0,373.0,541.0,320.0,219.0,57.0
314,Unai López,Rayo Vallecano,21.0,604.0,394.0,539.0,274.0,221.0,62.0
315,H. Ziyech,Chelsea,170.0,682.0,432.0,491.0,221.0,245.0,51.0
316,Luis Milla,Granada CF,24.0,603.0,378.0,523.0,300.0,232.0,53.0
317,Coutinho,FC Barcelona,165.0,693.0,417.0,504.0,209.0,239.0,48.0
318,V. Darida,Hertha BSC,40.0,633.0,382.0,513.0,264.0,226.0,74.0
319,R. Andrich,Bayer 04 Leverkusen,44.0,656.0,374.0,486.0,301.0,214.0,54.0
320,20 Y. Cabaye,AS Saint-Étienne,30.0,658.0,383.0,464.0,298.0,231.0,59.0
321,H. Çalhanoğlu,Inter,115.0,695.0,428.0,463.0,231.0,233.0,50.0
322,21 K. Asamoah,Cagliari,27.0,633.0,374.0,515.0,312.0,225.0,21.0
323,E. Mwepu,Brighton & Hove Albion,42.0,606.0,369.0,541.0,294.0,224.0,56.0
324,Rubén Alcaraz,Real Valladolid CF,11.0,657.0,366.0,491.0,299.0,214.0,58.0
325,20 D. De Rossi,Boca Juniors,23.0,628.0,375.0,474.0,332.0,227.0,49.0
326,O. Tufan,Watford,44.0,597.0,380.0,537.0,304.0,221.0,50.0
327,K. Tierney,Arsenal,69.0,546.0,373.0,562.0,313.0,223.0,62.0
328,V. Rongier,Olympique de Marseille,38.0,587.0,390.0,529.0,307.0,220.0,49.0
329,Melero,Levante Unión Deportiva,28.0,652.0,383.0,480.0,286.0,227.0,57.0
330,13 Hugo Viana,SC Braga,30.0,693.0,411.0,471.0,240.0,0.0,56.0
331,21 S. Lulić,Lazio,49.0,625.0,372.0,517.0,298.0,226.0,46.0
332,S. Tonali,AC Milan,25.0,623.0,393.0,520.0,299.0,207.0,44.0
333,A. Ramsey,Juventus,81.0,656.0,417.0,479.0,268.0,234.0,40.0
334,O. Etebo,Watford,20.0,593.0,359.0,565.0,293.0,206.0,62.0
335,Zubeldia,Real Sociedad,29.0,584.0,382.0,518.0,326.0,219.0,46.0
336,M. Götze,PSV,29.0,664.0,425.0,499.0,220.0,248.0,49.0
337,17 Felipe Melo,Inter,60.0,616.0,374.0,511.0,326.0,205.0,51.0
338,V. Moses,Spartak Moskva,56.0,630.0,381.0,519.0,278.0,222.0,56.0
339,J. Akpa Akpro,Lazio,49.0,589.0,374.0,546.0,307.0,227.0,43.0
340,M. Depay,FC Barcelona,220.0,720.0,413.0,556.0,151.0,248.0,50.0
341,N. Tagliafico,Ajax,24.0,520.0,371.0,572.0,324.0,227.0,63.0
342,G. Krychowiak,0,0.0,639.0,377.0,483.0,305.0,232.0,50.0
343,A. Browne,Preston North End,28.0,595.0,353.0,558.0,292.0,218.0,66.0
344,S. Gnabry,FC Bayern München,110.0,658.0,414.0,553.0,188.0,252.0,50.0
345,N. Nández,Cagliari,31.0,537.0,379.0,563.0,318.0,236.0,50.0
346,L. Sané,FC Bayern München,105.0,722.0,398.0,545.0,164.0,243.0,52.0
347,F. Angileri,River Plate,17.0,628.0,361.0,539.0,293.0,219.0,44.0
348,C. Roldan,Seattle Sounders FC,8.0,587.0,368.0,559.0,292.0,217.0,59.0
349,D. Sow,Eintracht Frankfurt,25.0,581.0,390.0,537.0,306.0,225.0,42.0
350,Q. Promes,Spartak Moskva,68.0,674.0,394.0,562.0,191.0,242.0,49.0
351,20 Mariano,Galatasaray SK,55.0,603.0,372.0,533.0,298.0,218.0,56.0
352,V. Coufal,West Ham United,73.0,553.0,366.0,558.0,321.0,219.0,56.0
353,S. Armstrong,Southampton,54.0,651.0,379.0,509.0,265.0,223.0,59.0
354,Maurício,Panathinaikos FC,850.0,640.0,376.0,502.0,290.0,216.0,54.0
355,Everticinho,RB Bragantino,13.0,630.0,350.0,529.0,297.0,236.0,38.0
356,21 A. Valencia,Gallos Blancos de Querétaro,13.0,603.0,366.0,524.0,312.0,227.0,51.0
357,21 A. Ayew,Swansea City,31.0,650.0,371.0,555.0,248.0,228.0,50.0
358,J. Bellingham,Borussia Dortmund,21.0,554.0,395.0,542.0,306.0,230.0,48.0
359,V. Guzmán,Pachuca,18.0,612.0,378.0,547.0,268.0,216.0,55.0
360,A. Mooy,Shanghai Port FC,25.0,632.0,389.0,500.0,286.0,224.0,54.0
361,J. Schmid,Sport-Club Freiburg,25.0,636.0,366.0,527.0,290.0,215.0,47.0
362,T. Meunier,Borussia Dortmund,48.0,653.0,362.0,492.0,303.0,221.0,51.0
363,14 C. Seedorf,Botafogo,60.0,694.0,430.0,493.0,201.0,0.0,68.0
364,O. Selnæs,Hebei FC,12.0,633.0,375.0,530.0,273.0,214.0,55.0
365,J. Draxler,Paris Saint-Germain,83.0,670.0,406.0,515.0,230.0,238.0,50.0
366,Thiago Mendes,Olympique Lyonnais,54.0,596.0,391.0,517.0,300.0,219.0,56.0
367,M. Halstenberg,RB Leipzig,64.0,652.0,350.0,492.0,301.0,214.0,64.0
368,P. van Aanholt,Galatasaray SK,45.0,604.0,367.0,546.0,295.0,214.0,45.0
369,F. Gorriarán,Santos Laguna,22.0,602.0,383.0,541.0,282.0,225.0,46.0
370,S. Schwab,PAOK,1.0,640.0,376.0,498.0,280.0,222.0,60.0
371,Marquinhos,Paris Saint-Germain,135.0,494.0,391.0,551.0,347.0,241.0,47.0
372,21 S. Sessègnon,Gençlerbirliği SK,12.0,635.0,377.0,534.0,282.0,221.0,56.0
373,R. Gravenberch,Ajax,11.0,617.0,404.0,536.0,252.0,224.0,49.0
374,Y. Belhanda,Adana Demirspor,17.0,658.0,391.0,513.0,252.0,212.0,64.0
375,19 Y. Touré,Olympiacos CFP,2.0,701.0,406.0,422.0,271.0,234.0,53.0
376,Muniain,Athletic Club de Bilbao,44.0,643.0,417.0,545.0,204.0,243.0,45.0
377,Rubén Peña,Villarreal CF,35.0,609.0,366.0,525.0,292.0,227.0,54.0
378,M. van Ginkel,PSV,19.0,662.0,386.0,475.0,272.0,232.0,58.0
379,E. Lamela,Sevilla FC,30.0,687.0,398.0,474.0,247.0,233.0,57.0
380,J. Obi,US Salernitana 1919,28.0,567.0,357.0,563.0,303.0,221.0,62.0
381,M. Dahoud,Borussia Dortmund,56.0,583.0,406.0,535.0,275.0,218.0,53.0
382,L. Rodríguez,Gimnasia y Esgrima La Plata,18.0,719.0,392.0,508.0,203.0,252.0,51.0
383,Iago Aspas,RC Celta de Vigo,46.0,733.0,407.0,521.0,141.0,253.0,62.0
384,A. Dzagoev,PFC CSKA Moscow,40.0,631.0,381.0,497.0,281.0,224.0,63.0
385,L. Romero,Club Atlético Independiente,14.0,587.0,371.0,528.0,310.0,223.0,61.0
386,Antunes,FC Paços de Ferreira,10.0,671.0,364.0,482.0,291.0,215.0,50.0
387,A. Westwood,Burnley,36.0,621.0,383.0,489.0,306.0,222.0,51.0
388,19 D. Kombarov,Spartak Moskva,1.0,638.0,374.0,520.0,280.0,219.0,53.0
389,A. Christiansen,Malmö FF,9.0,613.0,377.0,540.0,284.0,224.0,45.0
390,Sergi Roberto,FC Barcelona,140.0,591.0,399.0,497.0,296.0,223.0,66.0
391,E. Višća,İstanbul Başakşehir FK,50.0,657.0,389.0,568.0,183.0,235.0,64.0
392,A. Král,West Ham United,37.0,597.0,367.0,546.0,290.0,213.0,57.0
393,J. Svensson,Adana Demirspor,21.0,561.0,360.0,568.0,304.0,219.0,60.0
394,E. Vecchio,Rosario Central,18.0,646.0,381.0,532.0,255.0,217.0,50.0
395,Pedro Porro,Sporting CP,80.0,593.0,375.0,523.0,303.0,231.0,48.0
396,S. Agüero,FC Barcelona,260.0,730.0,398.0,529.0,142.0,271.0,59.0
397,18 Joãozinho,FC Krasnodar,50.0,662.0,380.0,545.0,223.0,218.0,50.0
398,Welington Dano,Clube Atlético Mineiro,31.0,553.0,379.0,550.0,304.0,234.0,60.0
399,N. Lodeiro,Seattle Sounders FC,12.0,650.0,408.0,532.0,210.0,238.0,61.0
400,Azpilicueta,Chelsea,125.0,574.0,376.0,502.0,340.0,226.0,43.0
401,21 S. Luna,0,0.0,630.0,350.0,526.0,297.0,236.0,38.0
402,19 B. Natcho,Olympiacos CFP,2.0,650.0,395.0,468.0,272.0,230.0,70.0
403,Y. Atal,OGC Nice,26.0,591.0,369.0,550.0,294.0,224.0,47.0
404,M. Lemina,OGC Nice,28.0,622.0,377.0,497.0,292.0,217.0,60.0
405,Clinton Mata,Club Brugge KV,27.0,567.0,353.0,574.0,307.0,221.0,47.0
406,Ricardo Esgaio,Sporting CP,15.0,600.0,378.0,530.0,288.0,233.0,53.0
407,D. Criscito,Genoa,16.0,609.0,368.0,496.0,314.0,217.0,57.0
408,12 G. Zambrotta,AC Milan,30.0,613.0,382.0,479.0,312.0,0.0,50.0
409,Rafael,İstanbul Başakşehir FK,33.0,569.0,373.0,550.0,310.0,215.0,47.0
410,21 Ibai Gómez,Athletic Club de Bilbao,26.0,673.0,390.0,499.0,224.0,232.0,53.0
411,16 L. Osman,Everton,25.0,659.0,399.0,488.0,255.0,0.0,54.0
412,A. Sánchez,Inter,105.0,668.0,403.0,548.0,189.0,235.0,60.0
413,R. Freuler,Atalanta,58.0,588.0,399.0,479.0,303.0,244.0,56.0
414,C. Mayada,Club Libertad,1.0,589.0,354.0,583.0,273.0,211.0,60.0
415,A. Marušić,Lazio,59.0,614.0,337.0,553.0,298.0,214.0,44.0
416,L. Miranda,Racing Club,19.0,610.0,388.0,534.0,267.0,212.0,59.0
417,C. Immobile,Lazio,125.0,687.0,367.0,567.0,182.0,260.0,47.0
418,Pedraza,Villarreal CF,27.0,618.0,357.0,523.0,294.0,214.0,51.0
419,21 M. Nérez,0,0.0,548.0,379.0,550.0,299.0,234.0,60.0
420,Fransérgio,FC Girondins de Bordeaux,29.0,663.0,385.0,454.0,299.0,241.0,34.0
421,João Félix,Atlético de Madrid,61.0,676.0,402.0,541.0,183.0,251.0,66.0
422,13 P. Scholes,Manchester United,40.0,695.0,432.0,417.0,251.0,0.0,47.0
423,J. Roussillon,VfL Wolfsburg,52.0,579.0,371.0,551.0,293.0,223.0,52.0
424,N. Keïta,Liverpool,110.0,590.0,409.0,504.0,280.0,235.0,59.0
425,R. Lukaku,Chelsea,260.0,727.0,382.0,522.0,169.0,266.0,54.0
426,C. McGregor,Celtic,46.0,585.0,376.0,538.0,295.0,223.0,54.0
427,E. Buendía,Aston Villa,61.0,627.0,409.0,490.0,272.0,226.0,50.0
428,P. Capelle,Angers SCO,22.0,640.0,371.0,487.0,283.0,216.0,62.0
429,19 C. Sánchez,CF Monterrey ,58.0,639.0,371.0,562.0,252.0,229.0,52.0
430,A. Romero,San Lorenzo de Almagro,18.0,664.0,363.0,557.0,213.0,231.0,68.0
431,21 A. Adnan,0,0.0,622.0,353.0,524.0,293.0,217.0,59.0
432,K. Kampl,RB Leipzig,83.0,598.0,416.0,513.0,263.0,238.0,53.0
433,Ismaily,Shakhtar Donetsk,1.0,560.0,383.0,538.0,291.0,242.0,51.0
434,21 V. Ayala,Gimnasia y Esgrima La Plata,13.0,651.0,357.0,512.0,284.0,211.0,48.0
435,Joan Jordán,Sevilla FC,33.0,642.0,409.0,460.0,279.0,223.0,59.0
436,Gabriel Jesus,Manchester City,150.0,667.0,392.0,574.0,163.0,252.0,48.0
437,21 J. Sildero,0,0.0,690.0,402.0,536.0,170.0,240.0,65.0
438,Pablo Fornals,West Ham United,69.0,623.0,401.0,479.0,284.0,228.0,54.0
439,André Silva,RB Leipzig,110.0,677.0,385.0,543.0,195.0,257.0,53.0
440,Y. Zhirkov,0,0.0,641.0,376.0,480.0,298.0,230.0,43.0
441,R. Falk,F.C. København,21.0,563.0,384.0,583.0,258.0,227.0,57.0
442,S. Serdar,Hertha BSC,35.0,588.0,381.0,515.0,309.0,216.0,51.0
443,Isco,Real Madrid CF,175.0,661.0,423.0,481.0,234.0,235.0,51.0
444,P. Foden,Manchester City,125.0,615.0,420.0,521.0,229.0,247.0,52.0
445,Rafael Carioca,Tigres U.A.N.L.,49.0,590.0,384.0,498.0,302.0,233.0,59.0
446,A. Gómez,Sevilla FC,51.0,667.0,422.0,549.0,160.0,251.0,46.0
447,21 L. Piszczek,Borussia Dortmund,33.0,616.0,362.0,488.0,306.0,233.0,57.0
448,X. Schlager,VfL Wolfsburg,53.0,569.0,387.0,521.0,311.0,230.0,41.0
449,20 L. Baines,Everton,58.0,673.0,373.0,432.0,304.0,226.0,58.0
450,M. Hinteregger,Eintracht Frankfurt,34.0,604.0,336.0,510.0,326.0,222.0,60.0
451,M. Sissoko,Watford,51.0,588.0,374.0,513.0,310.0,221.0,51.0
452,B. Chilwell,Chelsea,100.0,545.0,384.0,537.0,312.0,228.0,48.0
453,21 S. Khedira,Hertha BSC,52.0,644.0,398.0,413.0,318.0,241.0,48.0
454,21 Taison,Shakhtar Donetsk,2.0,655.0,403.0,564.0,198.0,229.0,53.0
455,J. Sambia,Montpellier Hérault SC,19.0,626.0,356.0,523.0,279.0,210.0,61.0
456,M. Pašalić,Atalanta,48.0,621.0,394.0,477.0,284.0,231.0,64.0
457,A. Zambo Anguissa,Napoli,49.0,547.0,387.0,548.0,309.0,226.0,50.0
458,C. Ansaldi,Torino F.C.,41.0,587.0,386.0,508.0,305.0,227.0,57.0
459,M. Rybus,FC Lokomotiv Moscow,38.0,621.0,351.0,519.0,291.0,208.0,61.0
460,L. Montes,Club León,19.0,644.0,394.0,519.0,240.0,236.0,46.0
461,João Mário,SL Benfica,19.0,619.0,414.0,503.0,271.0,235.0,45.0
462,A. González,CF Monterrey ,35.0,633.0,363.0,517.0,272.0,214.0,61.0
463,O. Yokuşlu,RC Celta de Vigo,21.0,631.0,366.0,491.0,302.0,211.0,58.0
464,A. Kramarić,TSG Hoffenheim,59.0,734.0,391.0,529.0,140.0,253.0,58.0
465,Bruno Guimarães,Olympique Lyonnais,52.0,587.0,407.0,493.0,297.0,223.0,55.0
466,H. Hateboer,Atalanta,55.0,537.0,374.0,544.0,308.0,240.0,54.0
467,F. Midtsjø,AZ Alkmaar,13.0,561.0,392.0,539.0,289.0,224.0,57.0
468,A. Cresswell,West Ham United,66.0,602.0,367.0,514.0,307.0,210.0,51.0
469,N. Zaniolo,Roma,38.0,596.0,382.0,552.0,257.0,228.0,48.0
470,19 D. Glushakov,Spartak Moskva,2.0,618.0,376.0,514.0,285.0,228.0,47.0
471,J. Iličić,Atalanta,84.0,731.0,426.0,479.0,162.0,245.0,52.0
472,J. dos Santos,LA Galaxy,9.0,609.0,390.0,501.0,283.0,220.0,59.0
473,Ayoze Pérez,Leicester City,95.0,649.0,375.0,524.0,226.0,241.0,57.0
474,16 Mikel Arteta,Arsenal,70.0,674.0,399.0,420.0,285.0,0.0,66.0
475,De Marcos,Athletic Club de Bilbao,25.0,570.0,370.0,553.0,292.0,223.0,51.0
476,A. Candreva,U.C. Sampdoria,25.0,672.0,400.0,474.0,249.0,227.0,46.0
477,Petros,Al Nassr,39.0,568.0,383.0,514.0,317.0,223.0,62.0
478,Oyarzabal,Real Sociedad,57.0,693.0,411.0,538.0,143.0,249.0,50.0
479,R. Borré,Eintracht Frankfurt,32.0,662.0,371.0,562.0,196.0,244.0,58.0
480,15 M. Jansen,Hamburger SV,60.0,631.0,366.0,492.0,307.0,0.0,37.0
481,A. Haidara,RB Leipzig,58.0,607.0,394.0,516.0,276.0,228.0,43.0
482,S. Zuber,AEK Athens,1.0,630.0,365.0,498.0,286.0,219.0,60.0
483,A. Delort,OGC Nice,49.0,704.0,366.0,570.0,169.0,240.0,53.0
484,D. Ings,Aston Villa,90.0,695.0,367.0,534.0,192.0,257.0,57.0
485,G. Sigurðsson,Everton,83.0,712.0,401.0,441.0,231.0,235.0,58.0
486,E. Hazard,Real Madrid CF,240.0,706.0,427.0,537.0,144.0,251.0,45.0
487,21 W. Rooney,Derby County,29.0,717.0,397.0,451.0,228.0,244.0,49.0
488,S. Amallah,Standard de Liège,12.0,665.0,369.0,489.0,273.0,213.0,55.0
489,J. Vertonghen,SL Benfica,18.0,602.0,350.0,509.0,328.0,218.0,44.0
490,R. Christie,AFC Bournemouth,30.0,612.0,365.0,540.0,279.0,221.0,49.0
491,20 Rômulo,Brescia,17.0,600.0,369.0,541.0,288.0,224.0,43.0
492,M. Layún,Club América,34.0,627.0,363.0,518.0,280.0,222.0,52.0
493,16 L. González,River Plate,70.0,695.0,395.0,453.0,261.0,0.0,50.0
494,E. Pulgar,Fiorentina,40.0,625.0,374.0,495.0,298.0,206.0,61.0
495,L. Ferguson,Aberdeen,5.0,625.0,350.0,540.0,291.0,207.0,51.0
496,M. Ritchie,Newcastle United,30.0,635.0,373.0,483.0,286.0,221.0,61.0
497,21 P. Hetemaj,Benevento,12.0,599.0,354.0,549.0,295.0,211.0,47.0
498,21 O. Onazi,SønderjyskE,12.0,588.0,363.0,543.0,287.0,211.0,56.0
499,D. Sidibé,AS Monaco,48.0,577.0,367.0,529.0,301.0,225.0,54.0
500,M. Guendouzi,Olympique de Marseille,56.0,590.0,386.0,513.0,300.0,216.0,49.0
501,D. Baselli,Torino F.C.,41.0,655.0,400.0,479.0,261.0,215.0,49.0
502,A. Thomasson,RC Strasbourg Alsace,23.0,621.0,385.0,509.0,260.0,231.0,60.0
503,Miguel Veloso,Hellas Verona,22.0,675.0,406.0,443.0,284.0,215.0,55.0
504,M. Benítez,Defensa y Justicia,12.0,611.0,359.0,530.0,294.0,224.0,47.0
505,F. Chiesa,Juventus,74.0,644.0,396.0,559.0,187.0,242.0,37.0
506,Rodrigo,Leeds United,83.0,693.0,378.0,547.0,184.0,237.0,46.0
507,C. Pavón,Boca Juniors,20.0,649.0,372.0,584.0,178.0,223.0,50.0
508,F. Ghoulam,Napoli,51.0,627.0,376.0,483.0,302.0,215.0,48.0
509,B. Sarr,FC Bayern München,53.0,600.0,372.0,522.0,282.0,224.0,58.0
510,19 Juanfran,Atlético de Madrid,50.0,569.0,368.0,516.0,315.0,224.0,57.0
511,F. Acheampong,Shenzhen FC,15.0,600.0,365.0,613.0,219.0,218.0,62.0
512,D. Lezcano,Fútbol Club Juárez,13.0,661.0,354.0,567.0,226.0,228.0,50.0
513,E. Zahavi,PSV,26.0,693.0,382.0,549.0,171.0,238.0,62.0
514,R. Steffen,VfL Wolfsburg,61.0,656.0,374.0,562.0,196.0,228.0,55.0
515,21 M. Baldona,0,0.0,568.0,378.0,519.0,318.0,200.0,55.0
516,S. Vrsaljko,Atlético de Madrid,56.0,563.0,365.0,536.0,311.0,206.0,58.0
517,K. Fortounis,Olympiacos CFP,2.0,685.0,403.0,511.0,178.0,234.0,71.0
518,R. Zobnin,Spartak Moskva,48.0,589.0,382.0,506.0,293.0,218.0,55.0
519,Escudero,Granada CF,24.0,604.0,363.0,491.0,306.0,214.0,58.0
520,Manu Trigueros,Villarreal CF,39.0,641.0,400.0,455.0,278.0,232.0,50.0
521,21 Fábio Coentrão,Rio Ave FC,10.0,584.0,375.0,509.0,299.0,228.0,65.0
522,17 Xabi Alonso,FC Bayern München,100.0,695.0,423.0,361.0,305.0,241.0,45.0
523,20 J. Mathieu,Sporting CP,13.0,671.0,327.0,459.0,323.0,210.0,51.0
524,21 A. Trebel,RSC Anderlecht,21.0,609.0,370.0,494.0,299.0,224.0,61.0
525,A. Plea,Borussia Mönchengladbach,38.0,698.0,387.0,525.0,176.0,244.0,69.0
526,Aleix Vidal,RCD Espanyol de Barcelona,20.0,571.0,376.0,534.0,300.0,219.0,47.0
527,P. Aubameyang,Arsenal,145.0,721.0,378.0,550.0,156.0,263.0,48.0
528,19 Bruno César,Sporting CP,15.0,676.0,392.0,438.0,276.0,215.0,60.0
529,Vieirinha,PAOK,750.0,657.0,365.0,466.0,286.0,214.0,61.0
530,Mario Gaspar,Villarreal CF,34.0,607.0,354.0,495.0,319.0,209.0,53.0
531,J. Lerma,AFC Bournemouth,30.0,584.0,358.0,538.0,308.0,200.0,57.0
532,D. Blanco,Club Atlético Independiente,15.0,587.0,382.0,537.0,278.0,228.0,52.0
533,A. Lacazette,Arsenal,110.0,697.0,389.0,530.0,192.0,244.0,37.0
534,D. Sinkgraven,Bayer 04 Leverkusen,36.0,586.0,380.0,515.0,290.0,211.0,63.0
535,J. Buffarini,SD Huesca,12.0,554.0,352.0,575.0,305.0,210.0,51.0
536,J. Kurtić,PAOK,1.0,649.0,370.0,456.0,301.0,223.0,54.0
537,Wagner Laranjo,Palmeiras,25.0,624.0,390.0,484.0,286.0,210.0,56.0
538,17 J. Barton,Burnley,40.0,629.0,368.0,482.0,312.0,219.0,50.0
539,N. Vlašić,West Ham United,66.0,653.0,405.0,535.0,186.0,232.0,58.0
540,P. Lees-Melou,Norwich City,36.0,631.0,387.0,491.0,266.0,226.0,51.0
541,J. Sánchez Miño,Estudiantes de La Plata,11.0,633.0,367.0,494.0,283.0,212.0,59.0
542,Fernando,Sevilla FC,43.0,562.0,388.0,503.0,338.0,220.0,29.0
543,E. Alioski,Al Ahli,28.0,613.0,343.0,547.0,281.0,198.0,60.0
544,F. Thauvin,Tigres U.A.N.L.,64.0,697.0,397.0,533.0,158.0,239.0,52.0
545,R. Faivre,Stade Brestois 29,17.0,647.0,383.0,505.0,241.0,221.0,69.0
546,M. Ozdoev,0,0.0,559.0,381.0,524.0,301.0,213.0,66.0
547,B. Saka,Arsenal,50.0,598.0,385.0,523.0,270.0,227.0,50.0
548,V. Lazaro,SL Benfica,76.0,619.0,378.0,503.0,275.0,226.0,48.0
549,20 E. Lavezzi,Hebei FC,22.0,677.0,393.0,547.0,172.0,241.0,53.0
550,Y. M'Vila,Olympiacos CFP,2.0,582.0,386.0,489.0,312.0,221.0,60.0
551,R. Ripart,ESTAC Troyes,21.0,631.0,351.0,532.0,261.0,220.0,55.0
552,F. Maouassa,Club Brugge KV,21.0,571.0,361.0,556.0,296.0,218.0,42.0
553,D. Zappacosta,Atalanta,51.0,617.0,361.0,500.0,306.0,214.0,45.0
554,O. Dorley,SK Slavia Praha,800.0,561.0,380.0,572.0,280.0,214.0,43.0
555,20 G. Kanga,AC Sparta Praha,1.0,645.0,396.0,531.0,231.0,225.0,52.0
556,M. Hummels,Borussia Dortmund,95.0,578.0,396.0,456.0,336.0,234.0,42.0
557,I. Kahveci,Fenerbahçe SK,40.0,604.0,386.0,522.0,250.0,216.0,67.0
558,Marlos,Shakhtar Donetsk,2.0,661.0,410.0,534.0,197.0,231.0,49.0
559,21 David Luiz,Arsenal,76.0,636.0,371.0,457.0,321.0,203.0,54.0
560,Bartra,Real Betis Balompié,28.0,543.0,382.0,517.0,321.0,219.0,58.0
561,16 J. Riise,Aalesunds FK,15.0,644.0,355.0,454.0,316.0,0.0,58.0
562,David Silva,Real Sociedad,44.0,669.0,439.0,472.0,188.0,262.0,46.0
563,M. Moreno,Atlanta United,9.0,593.0,390.0,572.0,247.0,212.0,52.0
564,11 P. Vieira,Manchester City,0.0,583.0,369.0,494.0,326.0,0.0,56.0
565,L. Kalvach,FC Viktoria Plzeň,1.0,594.0,374.0,524.0,293.0,218.0,41.0
566,17 D. Kuyt,Feyenoord,15.0,661.0,362.0,488.0,263.0,241.0,48.0
567,P. Hrošovský,KRC Genk,16.0,612.0,373.0,511.0,282.0,213.0,54.0
568,S. Rudy,TSG Hoffenheim,32.0,616.0,386.0,485.0,277.0,224.0,56.0
569,S. Fofana,Racing Club de Lens,32.0,563.0,386.0,518.0,302.0,235.0,47.0
570,G. Hamer,Coventry City,17.0,613.0,367.0,519.0,292.0,210.0,45.0
571,S. Sturaro,Genoa,13.0,614.0,361.0,481.0,313.0,214.0,55.0
572,Everton Andrão,Fluminense,26.0,568.0,378.0,509.0,318.0,200.0,55.0
573,R. Ortiz,Club Olimpia,1.0,567.0,349.0,552.0,297.0,208.0,65.0
574,X. Shaqiri,Olympique Lyonnais,69.0,670.0,400.0,511.0,213.0,231.0,59.0
575,S. Amrabat,Fiorentina,36.0,589.0,372.0,511.0,289.0,224.0,60.0
576,Z. Ibrahimović,AC Milan,51.0,743.0,401.0,472.0,165.0,262.0,59.0
577,S. Bastien,Standard de Liège,12.0,622.0,369.0,537.0,268.0,209.0,39.0
578,R. Bensebaini,Borussia Mönchengladbach,31.0,581.0,363.0,508.0,318.0,214.0,54.0
579,D. Nagbe,Columbus Crew,8.0,585.0,389.0,550.0,259.0,224.0,46.0
580,Rochina,Granada CF,24.0,656.0,405.0,493.0,228.0,228.0,60.0
581,Reguilón,Tottenham Hotspur,79.0,541.0,380.0,526.0,312.0,226.0,51.0
582,F. Navarro,Club León,21.0,552.0,367.0,570.0,271.0,214.0,65.0
583,N. Amrabat,AEK Athens,1.0,659.0,372.0,527.0,247.0,218.0,51.0
584,F. Mollet,Montpellier Hérault SC,28.0,646.0,394.0,518.0,221.0,219.0,61.0
585,Emerson,Tottenham Hotspur,70.0,555.0,358.0,543.0,309.0,213.0,56.0
586,S. Sensi,Inter,95.0,586.0,426.0,490.0,291.0,213.0,48.0
587,Iñaki Williams,Athletic Club de Bilbao,39.0,655.0,370.0,580.0,159.0,248.0,66.0
588,K. Havertz,Chelsea,130.0,672.0,414.0,537.0,164.0,249.0,47.0
589,N. Chadli,İstanbul Başakşehir FK,35.0,676.0,383.0,495.0,223.0,229.0,58.0
590,A. Fulgini,Angers SCO,23.0,589.0,393.0,508.0,274.0,223.0,58.0
591,M. Bero,Vitesse,12.0,621.0,358.0,526.0,268.0,213.0,48.0
592,J. Amavi,Olympique de Marseille,32.0,580.0,356.0,527.0,297.0,213.0,58.0
593,Elias Fontoira,Internacional,20.0,633.0,373.0,481.0,280.0,224.0,49.0
594,Rúben Ribeiro,Atakaş Hatayspor,11.0,645.0,382.0,496.0,259.0,215.0,57.0
595,J. Toornstra,Feyenoord,12.0,659.0,379.0,458.0,268.0,223.0,57.0
596,M. Vecino,Inter,88.0,609.0,395.0,488.0,295.0,234.0,20.0
597,Dani Olmo,RB Leipzig,78.0,640.0,418.0,496.0,202.0,247.0,66.0
598,21 Danilo,OGC Nice,20.0,605.0,362.0,505.0,292.0,227.0,55.0
599,A. Castro-Montes,KAA Gent,17.0,609.0,363.0,518.0,282.0,212.0,56.0
600,V. Verre,U.C. Sampdoria,19.0,646.0,375.0,493.0,260.0,223.0,46.0
601,21 Carlos Eduardo,Al Hilal,36.0,682.0,378.0,482.0,229.0,232.0,42.0
602,R. Krunić,AC Milan,33.0,626.0,382.0,492.0,268.0,211.0,59.0
603,L. Kurzawa,Paris Saint-Germain,59.0,581.0,373.0,516.0,297.0,217.0,55.0
604,21 E. Riquero,0,0.0,548.0,385.0,515.0,309.0,217.0,62.0
605,21 S. Taïder,Al Ain,20.0,637.0,371.0,488.0,264.0,219.0,58.0
606,R. Mahrez,Manchester City,220.0,680.0,424.0,531.0,140.0,245.0,54.0
607,16 Fábio Santos,Cruz Azul,30.0,632.0,339.0,501.0,293.0,0.0,64.0
608,Emilio Piodão,Bahia,13.0,581.0,355.0,528.0,301.0,199.0,63.0
